gap,band,Company,What they are,Kind of business,HQ,Country,Staff (company),Capacity MW,Hyperscale focus,People we have mapped,Ward searches,Already linked to,Website,LinkedIn,Where the name came from,company_id
no connection at all,B · Worth a look,Vint Hill Corners,DC developer / operator,Pure-play data center,"Tysons, Virginia, United States",United States,11 to 50,83,,,,,http://www.vinthillsolutions.com,https://www.linkedin.com/company/vint-hill-solutions-llc/,Data Centre Developer,vint-hill-corners
no connection at all,B · Worth a look,Digital Hyperspace,DC developer / operator,Pure-play data center,,,,80,,,,,,,Data Centre Developer,digital-hyperspace
no connection at all,B · Worth a look,Genesis Data Center,DC developer / operator,Pure-play data center,,,,80,,,,,,,Data Centre Developer,genesis-data-center
no connection at all,B · Worth a look,Keystone,DC developer / operator,Pure-play data center,"Castle Rock, Colorado, United States",United States,1 to 10,80,,,,,https://greywolf.com/infor-and-epicor-pim-integration/,https://www.linkedin.com/products/greywolfsystems-keystone/,Data Centre Developer,keystone
no connection at all,B · Worth a look,Nova Complex,DC developer / operator,Pure-play data center,Singapore,Singapore,1 to 10,80,,,,,www.novacomplex.com,https://www.linkedin.com/company/nova-complex/,Data Centre Developer,nova-complex
no connection at all,B · Worth a look,sineQN,DC developer / operator,Pure-play data center,"London, United Kingdom",United Kingdom,11 to 50,80,,,,,http://www.sineqn.com,https://www.linkedin.com/company/sineqn/https://www.linkedin.com/company/sineqn/,Data Centre Developer,sineqn
no connection at all,B · Worth a look,IXAfrica,DC developer / operator,Pure-play data center,"Nairobi, Kenya",Kenya,11 to 50,79,,,,,http://www.ixafrica.co.ke/,https://www.linkedin.com/company/ixafrica-datacentre/,Data Centre Developer,ixafrica
no connection at all,B · Worth a look,EID (General Partner) LLP,DC developer / operator,Pure-play data center,,,,76,,,,,,,Data Centre Developer,eid-llp
no connection at all,B · Worth a look,Gravity Edge,DC developer / operator,Pure-play data center,London,London,1 to 10,74,,,,,www.gravityedge.com,https://www.linkedin.com/company/gravityedge/,Data Centre Developer,gravity-edge
no connection at all,B · Worth a look,SC Zeus,DC developer / operator,Pure-play data center,Singapore,Singapore,11 to 50,74,,,,,https://www.zeusdatacenters.com,https://www.linkedin.com/company/zeus-data-centers/,Data Centre Developer,sc-zeus
no connection at all,B · Worth a look,Borealis Data Center,DC developer / operator,Pure-play data center,Reykjavík,Reykjavík,,74,,4,,,https://bdc.is/,https://www.linkedin.com/company/borealis-data-center/,Data Centre Developer,borealis-data-center
no connection at all,B · Worth a look,STT VNG,DC developer / operator,Pure-play data center,,,,73,,,,,,,Data Centre Developer,stt-vng
no connection at all,B · Worth a look,"Longfeng (Shanghai) Data Technology Co., Ltd.",DC developer / operator,Pure-play data center,"Shanghai, China",China,,72,,,,,https://www.dcbyte.com/company/longfeng-shanghai-data-technology-co-ltd/,,Data Centre Developer,longfeng-data-technology-co-ltd
no connection at all,B · Worth a look,Shanghai Jingxi Network Technology,DC developer / operator,Pure-play data center,"Shanghai, China",China,,72,,,,,,,Data Centre Developer,shanghai-jingxi-network-technology
no connection at all,B · Worth a look,Shanghai Jintong Optical Technology,DC developer / operator,Pure-play data center,"Shanghai, China",China,,72,,,,,https://www.dcbyte.com/company/shanghai-jintong-optical-technology/,,Data Centre Developer,shanghai-jintong-optical-technology
no connection at all,B · Worth a look,Bilt Tek,DC developer / operator,Pure-play data center,Birkirkara,Birkirkara,11 to 50,70,,,,,https://bilttek.com/,https://www.linkedin.com/company/bilt-tek/posts/?feedView=all,Data Centre Developer,bilt-tek
no connection at all,B · Worth a look,Prea,DC developer / operator,Pure-play data center,"Schönefeld, Germany",Germany,11 to 50,70,,,,,https://prea.eu/de/,https://www.linkedin.com/company/prea-group/,Data Centre Developer,prea
no connection at all,B · Worth a look,SM+,DC developer / operator,Pure-play data center,"Jakarta, Indonesia",Indonesia,51-200,69,,,,,http://www.smplus.com,https://www.linkedin.com/company/smplusholdings/?originalSubdomain=id,Data Centre Developer,sm
no connection at all,B · Worth a look,Shanghai Athub,DC developer / operator,Pure-play data center,"Shanghai, China",China,201-500,68,,,,,http://athub.com,,Data Centre Developer,shanghai-athub
no connection at all,B · Worth a look,21st Century Technologies,DC developer / operator,Pure-play data center,,,,66,,,,,,,Data Centre Developer,21st-century-technologies
no connection at all,B · Worth a look,"Southeast Property Holdings, LLC.",DC developer / operator,Pure-play data center,"Fort Lauderdale, Florida, United States",United States,1 to 10,66,,,,,http://www.sepropertygrp.com,https://www.linkedin.com/company/southeast-property-group/,Data Centre Developer,southeast-property-holdings-llc
no connection at all,B · Worth a look,Techno Digital,DC developer / operator,Pure-play data center,"Sharjah, United Arab Emirates",United Arab Emirates,11 to 50,66,,,,,https://technodigital.ae/,https://www.linkedin.com/company/technodigital-llc/,Data Centre Developer,techno-digital
no connection at all,B · Worth a look,AIMS,DC developer / operator,Pure-play data center,,,,65,,,,,,,Data Centre Developer,aims
no connection at all,B · Worth a look,Hetzner Online,DC developer / operator,Pure-play data center,,,,65,,,,,,,Data Centre Developer,hetzner-online
no connection at all,B · Worth a look,JD Cloud & AI,DC developer / operator,Pure-play data center,,,,64,Secondary Focus,,,,,,Data Centre Developer,jd-cloud-ai
no connection at all,B · Worth a look,Guizhou Cloud,DC developer / operator,Pure-play data center,"Bay Area, California",California,201-500,62,,,,,https://www.gzdata.com.cn/,https://www.linkedin.com/company/guizhou-cloud-big-data-industry-development-co-ltd/,Data Centre Developer,guizhou-cloud
no connection at all,B · Worth a look,Lontrue,DC developer / operator,Pure-play data center,,,201-500,62,,,,,http://www.lontrue.com,https://www.linkedin.com/company/%E6%9C%97%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-lontrue-co-ltd/,Data Centre Developer,lontrue
no connection at all,B · Worth a look,365 Data Centers,DC developer / operator,Pure-play data center,"Norwalk, Connecticut, United States",United States,201-500,60,,,,,http://365datacenters.com/,https://www.linkedin.com/company/365datacenters/,Data Centre Developer,365-data-centers
no connection at all,B · Worth a look,IDC Frontier,DC developer / operator,Pure-play data center,"Tokyo, Japan",Japan,201-500,60,,,,,https://www.idcf.jp/,https://www.linkedin.com/company/idc-frontier-inc./,Data Centre Developer,idc-frontier
no connection at all,B · Worth a look,5C Data Centers,DC developer / operator,Pure-play data center,"Montreal, Canada",Canada,51-200,60,,,,,https://5c.ai/,https://www.linkedin.com/company/5c-data-centers/,Data Centre Developer,5c-data-centers
no connection at all,B · Worth a look,ECO-LocaXion,DC developer / operator,Pure-play data center,"Aalborg, Denmark",Denmark,11 to 50,60,,,,,https://eco-locaxion.com,https://www.linkedin.com/company/eco-locaxion/,Data Centre Developer,eco-locaxion
no connection at all,B · Worth a look,Kasi Cloud,DC developer / operator,Pure-play data center,"Lagos, Nigeria",Nigeria,51-200,60,,,,,http://www.kasicloud.com,https://www.linkedin.com/company/kasicloud/,Data Centre Developer,kasi-cloud
no connection at all,B · Worth a look,MDA No. 2,DC developer / operator,Pure-play data center,,,,60,,,,,,,Data Centre Developer,mda-no-2
no connection at all,B · Worth a look,Shanghai Bingsheng Technology,DC developer / operator,Pure-play data center,"Shanghai, China",China,,60,,,,,,,Data Centre Developer,shanghai-bingsheng-technology
no connection at all,B · Worth a look,SUB1,DC developer / operator,Pure-play data center,"London, United Kingdom",United Kingdom,1 to 10,60,,,,,https://sub1.io/,https://www.linkedin.com/company/sub1dcs/,Data Centre Developer,sub1
no connection at all,B · Worth a look,Markley,DC developer / operator,Pure-play data center,"Boston, Massachusetts, United States",United States,201-500,60,,,,,http://www.markleygroup.com/,https://www.linkedin.com/company/markley-group/,Data Centre Developer,markley
no connection at all,B · Worth a look,1911 Data Centers,DC developer / operator,Pure-play data center,,,1 to 10,58,,,,,https://www.datacentermap.com/c/1911-data-centers/,https://www.linkedin.com/company/data-center-map/,Data Centre Developer,1911-data-centers
no connection at all,B · Worth a look,Netrality Data Centers,DC developer / operator,Pure-play data center,"Miami, Florida, United States",United States,11 to 50,56,,3,,,http://www.netrality.com/,https://www.linkedin.com/company/netrality/,Data Centre Developer,netrality-data-centers
no connection at all,B · Worth a look,DC Connects,DC developer / operator,Pure-play data center,Singapore,Singapore,51-200,56,,,,,https://www.dcconnectglobal.com/,https://www.linkedin.com/company/dcconnectglobal/,Data Centre Developer,dc-connects
no connection at all,B · Worth a look,Metta DC,DC developer / operator,Pure-play data center,"Jakarta, Indonesia",Indonesia,51-200,54,,,,,https://mettadc.com,https://www.linkedin.com/company/mettadatacenter/,Data Centre Developer,metta-dc
no connection at all,B · Worth a look,Shanghai Yueke Communication,DC developer / operator,Pure-play data center,"Shanghai, China",China,,54,,,,,https://www.dcbyte.com/company/shanghai-yueke-communication/,,Data Centre Developer,shanghai-yueke-communication
no connection at all,B · Worth a look,Conapto,DC developer / operator,Pure-play data center,Stockholm,Stockholm,11 to 50,54,,,,,https://www.conapto.com,https://www.linkedin.com/company/conapto/,Data Centre Developer,conapto
no connection at all,B · Worth a look,Mesh Capital LLC,DC developer / operator,Pure-play data center,"Jersey, New Jersey, United States",United States,1 to 10,52,,,,,http://www.meshcapital.com,https://www.linkedin.com/company/mesh-capital-llc/,Data Centre Developer,mesh-capital-llc
no connection at all,B · Worth a look,Orka Technologies,DC developer / operator,Pure-play data center,Luxembourg,Luxembourg,1 to 10,52,,,,,https://www.orka-technologies.eu/,https://www.linkedin.com/company/orka-technologies-s-a-r-l/,Data Centre Developer,orka-technologies
no connection at all,B · Worth a look,Element Critical,DC developer / operator,Pure-play data center,"Vienna, Virginia, United States",United States,51-200,52,,2,,,https://elementcritical.com,https://www.linkedin.com/company/elementcritical/,Data Centre Developer,element-critical
no connection at all,B · Worth a look,Guofu Guangqi,DC developer / operator,Pure-play data center,"Shanghai, China",China,,52,,,,,http://guofudata.com,,Data Centre Developer,guofu-guangqi
no connection at all,B · Worth a look,Ardent Data Centers,DC developer / operator,Pure-play data center,Germany,Germany,51-200,51,,,,,https://northerndata.de/ardent-data-centers-by-northern-data-group,https://www.linkedin.com/company/northerndatagroup/posts/?feedView=all,Data Centre Developer,ardent-data-centers
no connection at all,B · Worth a look,PiDC,DC developer / operator,Pure-play data center,"Ann Arbor, Michigan, United States",United States,51-200,51,,,,,http://www.pidc.com,https://www.linkedin.com/company/pacific-industrial-development-corporation/,Data Centre Developer,pidc
no connection at all,B · Worth a look,Box2Bit,DC developer / operator,Pure-play data center,Madrid,Madrid,11 to 50,50,,,,,www.box2bit.com,https://www.linkedin.com/company/box2bit/,Data Centre Developer,box2bit
no connection at all,B · Worth a look,IBM,DC developer / operator,Pure-play data center,"Armonk, New York, United States",United States,10001,34,Secondary Focus,4,,,http://www.ibm.com,https://www.linkedin.com/company/ibm/,Data Centre Developer,ibm
no connection at all,B · Worth a look,KevlinX,DC developer / operator,Pure-play data center,"Amsterdam, North Holland, Netherlands",Netherlands,11 to 50,32,,6,,,http://kevlinx.com/,https://www.linkedin.com/company/kevlinx/,Data Centre Developer,kevlinx
no connection at all,B · Worth a look,Yandex,NeoCloud / AI infra,Pure-play data center,"Moscow, Russia",Russia,10001,27,Secondary Focus,,,,http://company.yandex.com,https://www.linkedin.com/company/yandex/,Data Centre Developer,yandex
no connection at all,B · Worth a look,Baidu,Hyperscaler,Pure-play data center,"Beijing, China",China,10001,26,Primary Focus,,,,http://home.baidu.com/index.html,https://www.linkedin.com/company/baidu-inc/,Data Centre Developer,baidu
no connection at all,B · Worth a look,Mapletree TM (HKSAR),DC developer / operator,Pure-play data center,Hong Kong,Hong Kong,,25,Secondary Focus,,,,https://www.mapletree.com.sg/about-us/,,Data Centre Developer,mapletree-tm
no connection at all,B · Worth a look,Asterion,DC developer / operator,Pure-play data center,,,11 to 50,22,Primary Focus,,,,http://asterion.in/,https://www.linkedin.com/company/asterionpublic/,Data Centre Developer,asterion
